1,2,3,4,5,6,7,8,9,10,class
QYXZQQ,QQZXXZ,ZZQQQY,QZYQZQ,ZQYXZY,QZYZZY,ZQYZXZ,QQQQYZ,YZYQZZ,YQQQZZ,C
YZXYXY,ZZZYYY,YXZZZZ,YZZZXX,ZZZXQQ,QQYZYZ,ZXQQXZ,ZYZZZX,YYQZXQ,ZZXXXZ,C
QXYXXX,XQYZZZ,XYZZXZ,QXXXZZ,XXQXYQ,QXZXZY,QZZXXQ,QYXZYQ,QYQYXX,YXXQYY,B
QYXQXY,ZZZXQQ,QYXZQZ,XQYZZQ,ZYXQZY,QYYYQY,QYXZYZ,ZQZQZX,QQZYZZ,ZYQZYZ,C
YZYQZX,QZYXXZ,XZYXQZ,XXZZXQ,ZZQZYQ,XXZXXZ,ZZZYYX,ZZYQQX,ZXZZQQ,YQQZXQ,B
ZXQZXZ,YZXQYY,XZZYXX,XXZXZQ,XXZZYQ,QYZXXZ,QQZYQX,ZXQXZZ,YYZZXX,ZYQQXZ,B
QZZYYX,XZYYXX,XZXXYY,ZZXYXZ,XZYYYQ,YXQQYQ,YXZYQX,QXQYQX,ZZYYXZ,ZYXQXX,B
XQZZZY,ZYYQZY,QYZYQY,ZXXXXZ,ZXXZYQ,QQQYQY,XZYXZQ,QQQQYZ,YXQYQQ,ZZYYQZ,B
QZYQXY,YQYQXZ,XXYYXX,XXQXXX,XZYZYQ,QXXQXX,XXQYYX,QQXYYY,QXXQYX,QZYXXZ,B
XZZYXZ,ZQZXZZ,XQZXQZ,ZXZYXZ,ZZZZZQ,QXQYQX,QXQQZX,ZXQXZX,XXQZZX,XZZYXZ,A
ZXQYQY,QQYZZY,XZYXXQ,XQXZZY,XQXQQQ,ZZYYQY,XZXZZY,ZQZYQQ,ZZQYZY,ZZYXZQ,C
ZYZQZX,ZXXXYZ,XZZYXQ,XQXQQQ,YZYXXZ,YXXQZQ,QYYXYY,ZYXZQQ,YQQYQY,YQXXXZ,C
YZXQYY,YQXYZY,QYQYYY,XQXXZY,QYYYYX,QYYYYZ,ZYXQXQ,XXXZZX,YXXYYY,YQZZYX,C
XZYZZQ,XQQZZY,ZXQQZY,QZZYQX,QQXXZQ,ZZQQZY,ZXQYZQ,YZXYZY,XZXYZZ,XZYQZZ,C
QQYQYX,ZXQZXX,QYYXQX,QZXQYX,QYZYQQ,QXYYYQ,YQXZQX,ZQYXYX,QZXXXX,XQQXYQ,A
ZZZXZX,ZZXQZY,QQQZZY,QXZYQY,QXQXXY,QZYQZY,QZXYZX,XYYZZX,QQXYXZ,YQZYQY,C
ZZYZZY,XZQXQQ,QZQXZZ,QZYYQY,ZZQQQZ,YQYXZX,QQZZZY,YZQYXQ,YZQYQQ,QZQZZX,C
YYYZXQ,YQZXQY,XQYXYY,XXYXXY,XXZXYQ,QZZYZY,QYYZXQ,YYYZYX,ZXXZYQ,XQXZXY,B
XXYZZY,ZZYXYQ,XXQQZZ,ZYYYYQ,ZYQZZY,ZZQYXX,YYQYYY,QZQXXX,YYQZXZ,YYZYQZ,C
QQZYZY,ZZZXYX,YYZYYX,QYYYQY,ZYZYZY,ZZQYQY,QZXYZQ,ZXZYXZ,YZZXXX,ZXZXQX,C
XXXXYQ,YZYXXY,ZYZZYY,YYQZYZ,YXQZZQ,XYYYYQ,YYYYYY,XYQYXY,YYXXQQ,XQQYXX,C
QXQYZQ,YQQQZX,QQQZXQ,ZZQQQX,QZZZYQ,QXYZZY,QQQYQX,XQZYXQ,QQQZYQ,XQZZZQ,A
ZXXXXZ,ZYQYQZ,ZXXYXY,XZXXQQ,XYXYXQ,ZZYYXQ,YXQZZQ,ZZYXXX,ZXQYQZ,ZYQYYY,C
QYYYQX,XQZZYQ,YQZYZY,XZZZYY,YQZYYY,QXQYQX,XYXXZZ,ZZZYXZ,XQYQQQ,ZYYQYX,A
ZZXQZX,ZYZQZX,ZXQQZX,XXZXZX,XZZZYQ,QYYZYZ,ZYXQQY,QQZQZX,QZZZQZ,ZXQZZX,B
XQZXZX,YXQQZZ,ZXXZZX,ZYXZYQ,QQQYZZ,QXXXZZ,ZZZZXZ,XXZZXX,ZYZYQX,YXXXYY,C
XYZYYZ,YQQQYZ,ZYYXXX,YXXXZX,ZQXXQZ,XQZXZY,XQYYYX,XQQZZY,ZXZZZX,QQQXZX,C
ZYQQQZ,QXQQXQ,ZZZZQQ,QQZQXZ,YYZZXQ,ZYYQYQ,XXXZXX,YYXQXZ,YZQYQZ,QXXZYZ,C
QZZXQZ,XQYQZZ,ZXQXXX,ZXQXQQ,YQXQQY,QXQYQY,YXXYQX,XXZXYQ,XYZXZX,ZXQQQZ,A
QXXXZX,YYXXQZ,XYXXQX,ZZXYXX,XZYXYQ,YZXZZX,QQXXQX,ZXYZZZ,YXQQYZ,ZZYQYQ,B
YQQZXQ,YQXQXQ,ZQYXQQ,YZZZXQ,XXYZYQ,YYYZZY,QZZZXQ,YQZYYY,QQQQXX,ZXQYQQ,B
ZYQYYY,QYZYYQ,XZXQQX,YXXXZZ,XXXZYQ,QYZXZZ,ZXXQYQ,XZYXXY,YYYYYY,YXZXXZ,C
QYXXXY,QYXQXX,QYYZYY,ZXXQQY,YXXZZY,QXQYQX,YXZYQX,XXZXZY,XXQXYQ,YQYQXQ,A
ZYYXQQ,YZZZZY,YZXQZX,ZZXQXQ,ZZQZXQ,QXYYQQ,QYZQZZ,ZQQQXX,ZXQXQZ,ZXXQQY,A
ZYXXZX,ZYZYXZ,XQXXZX,ZXYYZX,XXYYZX,QYYQXX,XXZXYY,XXZXZX,ZZYQZX,XQYYYQ,C
QYYYQY,YYQYQY,YYQYYY,QYYYQY,YYQYYY,QYYYQY,YYQYYY,QYYYQY,YYQYYY,QYYYQY,C
ZYQQZX,QQYQXQ,ZYQXQQ,ZYZQYX,ZXZXQZ,XZYXXQ,ZYYQZX,ZZQZZX,ZZXQQQ,XXZYZQ,C
ZZYQQQ,QXZXQY,QXZXZY,ZYQZXX,QXYYYQ,QXQYQY,XXZXQQ,QQQXZX,QYYQXQ,QQXQQY,A
ZXYYZY,YQXXXX,XZXQXY,XQXYYZ,XXZXYQ,QXQYYY,QYZZZZ,XQYZYY,YYQYZY,YXZYXZ,B
ZZYYZY,QZYZZY,YXYXZX,XZXXZX,ZZZZYQ,XQYQZY,XZQZXY,ZYQZZX,XXQZYY,XQZXZX,C
YQQXQX,QZYXZY,ZZXXXQ,YZZYQQ,ZXQYZZ,XQYZZY,XZYYQZ,XQZZYQ,YZQQYZ,YXQYYX,C
ZXYXZQ,ZXZXYX,ZXZYZY,YYQYQY,ZXYYYY,YYQXQY,QQYZQY,QYQXYY,QYYZXZ,ZZYZXY,C
QZXZXY,YXQXQX,ZXZXZY,ZQQZXX,QXYYYX,QXQYZY,ZZZZQQ,QQQQZZ,XQYXQX,QXQXQQ,A
QQYXQZ,YQXXQQ,XQQXQY,QQZZZX,QQQZYQ,QXXQQX,YXZYYQ,QXXYZY,YQYZYQ,XZXZYY,A
QYXZZZ,ZXQYYZ,ZZZXQZ,ZXZXQZ,ZXZZYQ,YQXQZZ,ZZXZZQ,QZZXZQ,ZZYXQY,QQZXZX,B
QYZYXZ,QYQYXZ,QZZYZZ,XYZZQZ,YYYZXQ,ZXQQYQ,QQZQYQ,QYQXYZ,YQYYXQ,XZXQQY,C
QQYYQY,QQQYYX,ZZZYXZ,YYYQXZ,YQZZQX,QXQQQQ,XZXQZY,YXQQXQ,YYXQZZ,YYYQYX,C
QZYZYX,QZZZZQ,QYZYQX,XZXQYQ,XQYQZY,QXQQZY,XQQZZQ,XXXQXZ,ZZXQYQ,YQYQZZ,C
YXXZYY,YZYQZQ,ZZXZYQ,YZXYZX,XZYXXX,QQXYZY,YYZYYQ,YYXZXQ,QYYYYQ,QXZZXZ,C
XZZZZY,QQQZYQ,QQYYQQ,ZZXYYX,XQQXZZ,YXQQZZ,QXQXZZ,XZQQQY,ZZZYQQ,YZYQZY,C
QZQQQQ,YQQZXY,XXZXQZ,ZZYXXX,QQQQYZ,YZXXZZ,ZZQZZQ,ZXQZZY,QQYZZZ,QZXXZX,C
YZZZYZ,XXXXZZ,XZXXZZ,YZXZXQ,QYQZYQ,ZYXZQQ,XQYQXX,XQZXQX,QQYZYY,QQQZYZ,B
YQZXQQ,QYZXYZ,YQQZYZ,YZQZZY,ZZXZQZ,ZZQQZZ,ZQYXZX,XXZXYY,YYXYZY,QXXZXQ,C
XXXXZX,QQXYXZ,XXXQYQ,QYZYQY,YQZXYZ,YXZXQZ,YYYYZZ,YZZYXX,QQQQYZ,YQQQYQ,C
ZQZZXZ,XXZQZQ,QXZXZZ,ZXQXZZ,XXQZYQ,YYYZXY,QYZYZY,YXQXQZ,QYZQYY,QYZQYQ,B
YQYXZX,XZZQQZ,ZQQYZY,YZXXZQ,XXXXZQ,QXQYQZ,ZQXQQZ,XQQQQY,ZXQQQZ,QQZQQZ,A
XQZXXQ,ZZZZXQ,ZXQZZX,ZXXZZZ,XZZZYQ,QXYXQQ,QYYYYQ,YZYZYY,YQYQQY,ZYZQZX,B
ZQZXZY,QZZZQZ,XZZXXX,ZYZZZX,ZXQZYQ,QYQYQZ,ZXZQXQ,QZYQQZ,ZYQXQQ,YQQQYZ,B
QZZZZY,QZXZYZ,ZZYYZY,ZZYQZX,XZXZXY,YQYYZZ,ZYQQYX,XXZXXQ,XQYQQX,ZXZXQX,C
ZXQQXY,QQYYYY,YQZXXX,YZXZXX,XZYXQZ,ZYXXXX,YXXXZX,XXXXQY,XXXXXY,YYXZYX,C
XQYZZX,QYXZXX,XQZXZX,ZZZZZX,QQZZYQ,XXQYQQ,YQQYQY,YZZZQQ,YZXXZX,QQYYZZ,B
QYQYQY,QZZZZY,QYZXQY,QQQYYQ,ZYXQQY,XQQYXQ,QYQYYQ,QYXQZZ,XZQZXQ,QQQYZX,C
QYQYQY,YYQQXQ,ZXZZXQ,QYQYYY,YYQQXZ,ZZZYYQ,QQZZXQ,ZYQQQY,QYQYXQ,QYQXXZ,C
YZZXZX,YYYYZX,YYZZXQ,ZZXZXZ,YQXXZX,QYYXZZ,YQYZYQ,YYXZYY,XZZXZY,QZXQXQ,C
ZYQZXZ,YQXZZX,XZZYZX,ZXZXYX,XZYZYQ,QQQQYZ,XZXQQY,QQZZZX,ZXXQXQ,XQXYYZ,B
YYZYYZ,YYQYYY,ZZXZZX,YXQZYQ,YXQQQZ,ZXXYYY,XYZQQZ,XQQXQQ,YQXQQQ,YYZYZQ,C
ZXQYYY,XZZQQZ,YXQXXZ,XXQXZY,ZYZXQQ,QXYYQQ,XXZXQX,QXZZXX,QXZZXX,QYQZXQ,A
QQYZYQ,ZZZZYQ,YXZXYY,QZQQXQ,ZQQXYY,XZXQYQ,XYZXXQ,ZYXQZX,QQQZYZ,YXYZYZ,C
ZYXQYZ,ZXXXQY,ZZXZYZ,ZYYQYX,ZYZYYY,QXYXQQ,QQXXQQ,ZZXYQZ,ZZXXQY,ZZZYQX,A
YYZXQX,ZYQQQQ,YYQYZZ,XYZZXZ,XXZYYQ,QXQZZY,QQQQZX,QXQQQZ,ZYQQQX,YQYYYQ,A
YQZQQY,YZYZXQ,YQYZXZ,ZQXXZZ,XQZXXQ,XZXXQX,ZZXYZZ,XZZYZQ,XQZYZY,ZYQZZZ,C
QYQQQQ,XXZZXX,ZZYZXX,ZXQQQQ,ZZYZZX,ZXQQYX,ZZZQXX,ZYQYYY,YZZYZX,XXYXXQ,C
YQXQQY,QZZYYX,ZZZZXQ,QYYZZY,QQZXQY,QXQYQX,QYXQQQ,ZZXQQY,YQQQQZ,ZYXQZX,A
QXXZXQ,YYQQQX,YQQQZY,QQQQZY,QZYZYQ,ZXZZXY,YQZZYZ,XQZZXQ,ZXQQXQ,YZZZXQ,B
QXXXXY,ZZZYYX,YYQQZY,ZZYZZZ,YZZXYX,QYXYZX,QXQZXY,ZYQYXQ,QYQXYX,ZXXQYZ,C
ZYXYZX,XQQZXZ,XYXXZX,QZXXZX,ZXYZYQ,QZXQXQ,QYZYXY,ZXZYYQ,YZYQYQ,ZQQZXQ,B
XXQZYX,XQXQQX,ZXZZZY,XZYYQY,ZXZYQZ,QQZYZX,ZQYXZX,QQQYZY,QYZZXZ,YZXZXZ,C
YQXYQZ,ZYYYQY,ZZYXZY,QZQXXX,ZZXXXY,XQXQXQ,YQYYXX,QYYYXQ,YZXYQZ,YXXYXX,C
QYQXYY,YZXXXX,QZXQQQ,ZXZZYY,QXQYZZ,QZZZYX,YQXXXY,XXYXYY,YQQXQY,ZXQZYZ,C
XXYQXX,ZYZXZY,YZXXYX,QQYQXY,QYYXQY,YYYYYY,ZXQXYY,YQZZYY,XXXXZY,XXYZXY,C
ZYQYZY,XQYXXX,ZQQYXX,ZZZZQY,QQYQQY,QXXXQY,XQQZZY,ZZYQXX,ZZYQYY,QYZXZY,C
YYYZYX,YZYXXQ,ZZYYQQ,ZXYXXZ,ZXYXQX,ZYXZXQ,QYZYZY,XYXYYY,YXQZXQ,ZXYYXQ,C
ZXQXXY,ZYZQZX,XQXYYX,XQYZXZ,XXZXYQ,QXQYQZ,ZZYXXQ,QZYQQQ,QXYZZY,YYQXQY,B
QZZYYQ,XQQYQZ,YZZZYY,QZZXQY,ZQYQZZ,ZXZXZY,ZYQXQQ,YYXQQY,QYQZYZ,QQXZXQ,C
XZQQZZ,ZZYZXQ,YZZZXZ,XXZXZX,QZYZYQ,ZXZZXY,YQZZYZ,XQZZXQ,ZXQQXQ,YZZZXQ,B
ZXQZXZ,YZZQYZ,QYYZQY,ZYXXXX,ZZYZYQ,QYQZZQ,YZZXQZ,ZXYZYQ,YZZZQZ,ZXQQYQ,B
ZXQZZZ,ZXQZZX,XXQQZZ,ZXZXYZ,ZZYZYQ,QQYXQY,XZZYQQ,ZYZXQQ,QXQQZX,XZXXZY,B
QXXQYY,QXYZXY,YYQYYZ,YYZYYQ,XQXZZY,QXYYQX,XXQXXX,XZYXYX,QXQYXY,XQXXZZ,A
QQYXXX,YYYYXY,XXYXQX,XQYYXX,QQZXXZ,XZYZXZ,XXXXXZ,ZZZXXX,XYZXXY,QYYZYX,C
ZZZXZZ,ZYZXZQ,XXQZXZ,XZZQQZ,ZYQZYQ,ZXXQYQ,ZZXQYX,ZQYQXQ,ZQQZZZ,YQXQZY,B
QQYQYY,QYQYQY,YQYQQY,YQYQQY,YQYQQY,YQYQYQ,QYYQZQ,QYQQQY,YZXQZQ,QZZYQQ,C
XZQYQZ,XXZXZX,XZXQQQ,QZYQYY,ZZXZXQ,QXYXQQ,YQYQYQ,QQZYYQ,XZXXQZ,XXZXZZ,A
ZZXQYX,ZXQQQX,ZXZZZZ,XZZZYZ,ZZXZYQ,QQYQZZ,YQQZXZ,QQZYXX,XZXQQZ,YQZYYQ,B
ZXQQZX,ZZZZXZ,ZXQZZX,ZQYQYY,QQQZYQ,QQZXXZ,XZYQYQ,QZXXQQ,ZQQQYY,YYYQYY,C
QQZZZZ,ZYZZXQ,QXQQYY,QZZZXZ,XYZZXQ,QXQXQZ,QQQQYQ,ZQYQQX,XXZXXZ,XYZQZY,C
XZYZQZ,YQZZQZ,XYQZQZ,ZZYQQZ,QZZXZX,ZQZZXX,ZXZZXX,ZYQQXQ,QZQZYY,YYZXXX,C
ZYZXQY,QXXQYX,XXXYQZ,YQYQYY,YZQXQQ,XQYZZX,QYZYYQ,YQYQYY,XQXQYY,ZZYQXQ,C
XZZQZY,XZYZXQ,YZYYZY,XQXXZX,QXQZXQ,QZYYQX,ZXQXQZ,YQQQZQ,QQZXQY,QQQYYZ,A
QQYZZX,QZXZXQ,ZQXQQZ,XZQZZZ,XQQZYQ,XQQQQZ,YQQXQQ,YQZXQQ,QXQQQQ,QZXZXY,B
QYZXZZ,YZXQXZ,ZZXQXZ,ZYXZYZ,ZZZZQQ,YQYQZZ,QQZZXZ,ZYXZXZ,ZXQZYQ,QXZXYQ,C
ZYZYQZ,ZXXXQX,QXZZYY,QZYQQY,QQQZYQ,ZQYQQX,YQXQYY,QYQYZZ,ZYQQZQ,ZXYZZX,C
YYZXQY,YYQXYZ,XZZZXZ,ZXXXXZ,XQQZYQ,QYZQYZ,YYZXXY,YXQZZX,QZZXYX,XYZYYY,B
XQYZYX,QZXQQY,QXZXYQ,YYZZXZ,ZZYYYZ,XZYXXX,QQXQXX,QYQYYX,XQZZXQ,YQQXQZ,C
ZZZXYX,XXQXQZ,YQXXXZ,ZYQXXQ,QYQYXX,XZYYXZ,YZXXXQ,YQYZZY,YYXQXY,ZYYYYQ,C
YQQXXX,XYZQYX,XYXQXY,XQYXXY,ZXQZYQ,QXYQZQ,ZXQQXY,XYXQQX,ZYYYXQ,YYXQYY,B
ZXXZQZ,QQYQQZ,QXQQYY,QQZQZY,QXXZZZ,QQYZXZ,YQYQZZ,ZZZQZQ,ZYXQQY,QZXQZQ,C
QYYYYQ,YYYZXX,YXXXZX,QXXQYZ,YZQQYY,ZYXXZZ,YYXYXZ,XYXZXX,ZYYYYX,QQZZZY,C
ZYZQQZ,ZZYXZX,ZZZZYZ,YQQXZY,YZQZXQ,YQQQZX,ZZQXQQ,YZYQXQ,XZXXZX,ZZZYQQ,B
ZQZYQZ,QQQQXZ,QZYQQQ,ZQZQQZ,QQQXXZ,ZYQZQZ,QQQQYX,QQZQZX,QXZZQZ,QQYQQY,C
XXQYQY,QZXXZX,ZYQYZX,YXZZYZ,ZXXXQQ,QXYYQQ,YXQYZX,YZXXYY,YXQXYY,YYYYQX,A
XZZXQZ,XQQYYQ,ZYZXZY,QQYYQY,ZZZYYQ,QXQZQX,YXZXQZ,XQZZXY,QZYQQQ,ZZZYQX,A
QZXZXZ,YZXYQY,YYYQXZ,ZYZYYZ,XXZZYQ,QXQXQX,QXQXQX,QQQXQY,YYYQYQ,XQQQZX,A
QZZZQQ,ZXZQZX,QQZQXQ,QYQZZQ,QQQXQQ,YYXQZQ,YQXQZZ,XYQXQQ,QZZYZX,XXXQQX,C
ZQZYZZ,XQQQZQ,ZZZXQZ,XQQZYY,QYXYZY,XZZYQZ,YQQZZZ,QQYYYQ,QXYYQY,YXQZXQ,C
ZQYQXQ,YZYYQZ,ZXQXYQ,ZZZYXQ,XXQXYQ,QXYYQY,QZXZXQ,YQQYXQ,XQXZXX,QQYYZX,A
ZZQQZQ,YQQZXQ,YZQQYX,ZQXZZZ,ZXQZYQ,QQZQXZ,YXQQXQ,QQZYXQ,QQZZYQ,YYQQYZ,B
QYYZYZ,ZXYZZY,YYYYYX,YYQXXX,QYXYYZ,YXXXYY,YYQYXQ,QQZQXX,XZZZZZ,YYXQYY,C
XZXQXQ,ZZYQZX,XZXXYX,ZZXYXY,QYQQYQ,YYYQZX,ZYYYQY,XQYYYX,QYYXZX,ZZXXZX,C
QZQYQZ,ZZQXQQ,XQYZZX,QQQXQX,ZXZYQZ,XQXXZZ,XQQYZY,XQYZXQ,YYQXZZ,XQZZZX,C
ZZZYYY,XQXZXZ,YQYYXQ,XYXQXZ,ZZYQYY,YZZXQX,QQZXQZ,XXZYYZ,ZYXXQY,ZYQXXX,C
YQQZXQ,ZQQZYQ,QYYYYZ,YXQZYZ,XXZQYQ,QXYYQZ,QQQZZY,QQQYQX,QQQQYQ,QYYZZY,A
YYXZZX,XXZXXX,ZYQZXQ,QYQXQX,ZZXZYQ,QYQZZY,QZZZZY,ZZZXXY,QYYYYQ,YXQXXX,C
QQZXYY,QQYZYZ,ZXYXXZ,ZXXZZQ,QZYXYQ,QQYXQX,ZYQYZZ,YQQZQY,XZYXQQ,YQZXQY,B
YZZXQY,QQXZQQ,QYQXXZ,QYQYZZ,YQZZXQ,YZZYYZ,YXQQXQ,YYYZZZ,ZYXZXX,XYZXYY,C
XYQYYX,ZXQZYY,YXQQYX,YXXXQQ,YQZXYX,XXZYQQ,ZZZYXQ,QXQYYY,YYQYYY,QXYXZX,C
QYQYYY,QQYXXZ,ZYQYQQ,ZXYQZX,ZZYYYY,ZZYXZZ,ZYQQXZ,YXXZXX,ZYXZZX,ZYZZZY,C
XZYYQQ,XZZXQQ,QQYYZZ,ZZYYQY,QXQYXQ,QXQYQQ,QQZZXY,YYQYYZ,YYZXZZ,XZYXXQ,A
ZXQQQZ,XXQZYQ,ZXQQQZ,XZZZYZ,XQYYQY,QZYYQQ,QZXQYZ,YYYXQQ,QZZZQQ,QYXQZY,C
YYXQQY,XYQYZZ,YQZYZX,ZYQYZZ,YZXYXX,XXZYQX,YXZXQX,XXXXZX,XYYZXZ,YQQQZZ,C
ZZZZYX,ZYZZYQ,ZXZZZZ,ZZXXZX,ZZZZYQ,YXZYZX,QQZYYQ,XQQXXX,XYXYXZ,QZYXZQ,B
QZXQXY,YXXYXY,XXQYQQ,XQYXQQ,YXYYYQ,YYZXQY,YQXXQY,XQQYYY,ZYYXQY,YQXXYY,C
XQYYQQ,ZXZZQZ,ZXXQQQ,YYYYZY,QZXYYY,QXYYQQ,YZZZYQ,ZZXQQQ,QXXQYQ,QQZYQQ,A
YQQQYQ,QXQXZX,QYXXQQ,XZZYQZ,XXYQXZ,ZYXQXZ,ZZXYZZ,ZXQYYZ,YQQQQZ,YXQQQQ,C
QZYYYY,XXXZZY,YXZYYY,XQQYZY,QZXZZX,QYYQZX,QZYZXQ,XYXQQX,ZQQXXX,YZYYXY,C
YZXXQQ,QZXXYX,XZXZXZ,ZXXXZX,ZZQZYQ,XXQZXQ,ZXQYZY,ZQZZQY,ZZQZZX,QZXQZX,B
ZYQYXZ,XXZZXZ,ZXZXZZ,ZYYYYZ,ZXZZYQ,XQXYXQ,ZZYZQX,XQYQQQ,YZZXQY,YYYZYZ,B
QQXXZX,ZXXQQQ,ZXZXYQ,QXZZXQ,QYQYYX,QXXQXQ,YQQQQX,XXYXXX,XXXXXX,YYXYQX,C
QQYZYQ,ZXZYZZ,XYQXQQ,ZYYXQQ,ZXZZYQ,QXYYQZ,QZZZZX,YYYYXZ,ZZXXXQ,QQZYZY,A
ZXXXZX,ZZYYYZ,YXYYYY,XYXXXZ,XXYXYQ,ZXYZZX,QZZXXX,ZXQQYY,QYYZXX,XQZZYX,B
QXQXZX,QZZZQY,ZYQQQY,QYZQQZ,YQZZYQ,QXQQQZ,ZYZZYQ,YXQZXX,QXXYQZ,XQYQQQ,A
QQZXYZ,YQZXZX,ZZZXQQ,QZYXZY,XZZZYQ,QXYYXQ,YQQZXZ,ZZZQYQ,ZXQZZZ,ZXYZYZ,A
XQQXYY,XXQXQY,YXYXQY,ZYXZYX,XXXZYQ,QXXXQQ,ZZXZYZ,YYQQYZ,XYZZZX,ZXZYXZ,B
YQYZYZ,ZQZZZY,ZZYZZY,QZYQZQ,YZXZXQ,QXYYQZ,QYYQZZ,ZQZZZY,QQZZXQ,XZYYYY,A
YZZYYQ,YYQQQY,XZXYXZ,YZZXZX,QXYZYQ,QXYYQY,YYYYXX,YZYXYQ,YXQYYQ,YXZXQY,A
YXXQYY,YYYXXX,QYQYYQ,QYQQZX,QZXQYQ,QXYXQX,XXYYXY,ZZYQYY,YQQQYY,YQYXZY,A
ZZZYZZ,QXQZXQ,ZXQQQY,ZZXQZY,QQXQXY,QYQYQQ,QQQQZZ,ZXQYZQ,ZQZYQY,ZZZYQX,C
XQXQYY,XQXQQY,QXXYXY,XQXQXY,ZYXYZY,XQXYXQ,XQQQQQ,XQQXYX,QZYXYX,YXQQQX,B
ZYXZQX,ZXYZZX,QQQXZQ,ZXZYYQ,QZXXYY,ZXZZYY,ZYZQZY,YQQQQY,QYXQYY,QXXXQY,C
YZXYXX,YZQXYX,YYXZZX,XXXZXX,XXZYYQ,QXYYQQ,ZXQYQY,XZXZZQ,ZXYQQZ,XXZXXX,A
ZZYXZX,YZYQQZ,XZZYZZ,XXQQQZ,XQZYYQ,QXQYQY,QQZXQY,XZXZQZ,XZXQQZ,ZZXZYZ,A
ZQYQYQ,XYQZYQ,XXQXYQ,ZXYZZZ,QZZZYQ,QXYQQQ,ZYQQYQ,XXQQQY,QQQQYZ,YQQQQQ,A
XQXXYZ,XYQYQY,YQXXXZ,XZXQYY,ZQXQXY,QYQZYZ,ZQYQYY,ZZXYZY,YYYXYZ,ZYXQYY,C
XYZYXZ,XYZYYZ,ZQQQYQ,QYQZXZ,QXQZQZ,XXZQYZ,YQZQYZ,QXQQQQ,QYQXXZ,ZQQQZQ,C
QYZYQY,QZYQYX,XXQYYY,ZYZXZX,YXXXQX,QZXYXX,XQZYYQ,XQXYQY,XXXZYY,QZQZXX,C
YQZQZZ,ZXZXQX,ZXXXZZ,YXQQQY,QZYZYQ,ZZYXXX,QQQQZZ,YXZZXQ,YYZZXQ,QXQZZQ,B
QQYQYX,QXQZXQ,QYXXQX,ZXQZYQ,QYXQQQ,QXQYQQ,YQXZXX,QZXXZX,XYYYYX,YQYYQY,A
ZXZYZX,QQZXXX,XXXXXZ,XZXXXZ,XZQZYQ,QXQXZX,ZZXQZY,ZZXQZQ,ZXQQXX,ZZXQZY,B
QZYZYQ,ZZYZXQ,ZZQQXZ,ZXXZZZ,ZXQZYQ,YYXZXY,QYQZXQ,ZXZZQZ,YXZXZZ,ZXQZXQ,B
QQZZXZ,XZZXXZ,XZXXZZ,XXZYZX,XXQZYQ,YQQZXQ,QYYQYZ,QQZYQZ,ZQZZQQ,YZXQQQ,B
YXXYXX,QQQYZZ,YXZXXZ,YXZYXZ,YYQQQY,QXQZQZ,YYYYQZ,YYXQZY,QZYQYY,ZQZYQQ,C
QZXQYZ,ZZZZXY,ZZZZQZ,ZXXQXQ,XZQZYQ,YZQQXQ,YZZYQX,QZXXQQ,XZXXQZ,ZZXXQQ,B
XZXZZY,XZQZZX,XQXZXQ,XQQQQX,QZYZXQ,QXQYQY,XXQQQQ,QQYXYY,YQQYYQ,QQQQQZ,A
ZXQZXQ,ZXQQXX,ZXQZXQ,ZZXQQQ,QZZZYQ,QXQYQQ,ZYQZYQ,QYQYYX,QQQQQZ,XQZXQQ,A
YXYZZX,YXXQXZ,YXXXXX,ZXXXXX,XZYZYQ,YYYYYQ,XQXQQY,QYYQYY,YQYZQQ,YQYQXY,B
ZXQQQQ,YZYZZZ,QYZZYZ,QXXXZZ,XQXQQZ,YQZZXY,YQYQQQ,YQXQXZ,YXXXZX,XZYYXQ,C
ZYZZXQ,QXQXZX,QZXYZZ,YXQYQX,QQQQXZ,YZZYZZ,XQZZXQ,ZQZXXZ,ZZYQQZ,ZYQZXZ,C
XQYZZX,QYXZXX,XQZXZX,ZZZZZX,QQZZYQ,XXQYQQ,YQQYQY,YZZZQQ,YZXXZX,QQYYZZ,B
ZXQQXQ,XQQYQQ,QYZXZZ,ZXZZYQ,XZYZXX,XZYQYZ,ZXZYZX,ZZZZYX,QZXQZX,ZZZYZY,C
ZQQQQY,QZZZZQ,ZXXZYX,ZXZXQX,QQQZXY,ZQXQQY,ZQYZYZ,ZZYQXX,ZQXQZQ,ZXXZQY,C
XQQQYY,ZZXZYZ,ZYQZZX,QXYXYZ,ZYQXZX,XQZXXX,YQQQXQ,YZZXXZ,XQQZZZ,XQQYQZ,C
QZYQXY,YYYQZY,ZYXZYQ,QXQYYY,YYXZYZ,YXQXQQ,YXXXXX,QXYYYX,QZZXXY,YXXQYY,C
XXQXXZ,ZZYYZZ,ZZXXXZ,XXZZZX,XZZZYQ,QQQZXQ,ZZQQQY,QQZXYX,ZYYYYQ,QYXZQZ,B
QZZYXZ,QYZYQX,XXXZXZ,YQYYXY,ZZXXXQ,QXYYQX,QQQQZX,QQQQXQ,QQZQXX,YXXXZY,A
ZYQZYY,YYYQZX,ZZQZYY,ZYYQYX,YQZYQQ,QXQYQX,ZQQQZZ,XXZZXZ,QQZZXZ,ZQQQZQ,A
